region,Year,Gender,Age_Group,IM,outcome,Condition_Alcohol,Count,Total_Days,Acute_Days,ALC_Days,Cost,AAF_Total,AAF_Sensitivity,AA_Count,AA_Total_Days,AA_Acute_Days,AA_ALC_Days,AA_Cost
BC,2007,Female,15-34,(5).(5),Morbidity,Haemorrhagic stroke,20,204,197,7,351847.806,-0.10767,-0.10767,-2.1534,-21.96468,-21.21099,-0.75369,-37883.45327
BC,2007,Female,15-34,(5).(6),Morbidity,Ischaemic stroke,21,154,154,0,224706.4229,-0.04271,-0.04271,-0.89691,-6.57734,-6.57734,0,-9597.211322
BC,2007,Female,15-34,(5).(7),Morbidity,Oesophageal varices,0,0,0,0,0,0.585656,0.585656,0,0,0,0,0
BC,2007,Female,15-34,(6).(1),Morbidity,Alcoholic gastritis,13,37,37,0,31467.7165,1,1,13,37,37,0,31467.7165
BC,2007,Female,15-34,(6).(2),Morbidity,Liver cirrhosis,11,166,166,0,170355.5765,0.585656,0.585656,6.442216,97.218896,97.218896,0,99769.76551
BC,2007,Female,15-34,(6).(3),Morbidity,Acute pancreatitis,126,580,580,0,463690.4525,0.132256,0.132256,16.664256,76.70848,76.70848,0,61325.84449
BC,2007,Female,15-34,(6).(4),Morbidity,Chronic pancreatitis,28,117,116,1,94746.3377,0.31957,0.31957,8.94796,37.38969,37.07012,0.31957,30278.08714
BC,2007,Female,15-34,(6).(5),Morbidity,Alcohol-induced pancreatitis,17,119,119,0,83731.4752,1,1,17,119,119,0,83731.4752
BC,2007,Female,15-34,(7).(1),Morbidity,Motor vehicle collisions,450,4024,3789,235,5412171.418,0.241124951,0.241124951,108.506228,970.2868028,913.6224393,56.66436349,1305009.568
BC,2007,Female,15-34,(8).(1),Morbidity,Falls,363,1359,1198,161,1763262.064,0.1857,0.1857,67.4091,252.3663,222.4686,29.8977,327437.7653
BC,2007,Female,15-34,(8).(2),Morbidity,Drowning,0,0,0,0,0,0.1857,0.1857,0,0,0,0,0
BC,2007,Female,15-34,(8).(3),Morbidity,Fires,8,48,48,0,54437.2362,0.1857,0.1857,1.4856,8.9136,8.9136,0,10108.99476
BC,2007,Female,15-34,(8).(4),Morbidity,Accidental poisoning by substances other than alcohol,213,636,617,19,749903.2668,0.1857,0.1857,39.5541,118.1052,114.5769,3.5283,139257.0366
BC,2007,Female,15-34,(8).(5).(1),Morbidity,Accidental poisoning by alcohol,9,53,53,0,106230.877,1,1,9,53,53,0,106230.877
BC,2007,Female,15-34,(8).(5).(2),Morbidity,Accidental poisoning by NB alcohol,1,1,1,0,1691.2688,1,1,1,1,1,0,1691.2688
BC,2007,Female,15-34,(8).(6),Morbidity,Other unintentional injuries,355,1511,1416,95,1873357.113,0.1857,0.1857,65.9235,280.5927,262.9512,17.6415,347882.4159
BC,2007,Female,15-34,(9).(1),Morbidity,Intentional self-poisoning by substances other than alcohol,767,3171,3106,65,3032578.364,0.233057,0.233057,178.754719,739.023747,723.875042,15.148705,706763.6158
BC,2007,Female,15-34,(9).(2).(1),Morbidity,Intentional self-poisoning by alcohol,15,52,52,0,61116.7106,1,1,15,52,52,0,61116.7106
BC,2007,Female,15-34,(9).(2).(2),Morbidity,Intentional self-poisoning by NB alcohol,1,11,11,0,22375.3523,1,1,1,11,11,0,22375.3523
BC,2007,Female,15-34,(9).(3),Morbidity,Other intentional self-harm,82,1230,1079,151,1234064.38,0.233057,0.233057,19.110674,286.66011,251.468503,35.191607,287607.3421
BC,2007,Female,15-34,(9).(4),Morbidity,Assault / homicide,98,385,370,15,439484.0049,0.233057,0.233057,22.839586,89.726945,86.23109,3.495855,102424.8237
BC,2007,Female,15-34,(9).(5),Morbidity,Other intentional injury,0,0,0,0,0,0.233057,0.233057,0,0,0,0,0
BC,2007,Female,15-34,(A).(1),Morbidity,Complication of pregnancy by maternal use of alcohol,0,0,0,0,0,1,1,0,0,0,0,0
BC,2007,Female,15-34,(A).(2),Morbidity,Low birth weight,0,0,0,0,0,1,1,0,0,0,0,0
BC,2007,Female,15-34,(A).(3),Morbidity,Fetal alcohol syndrome,1,1,1,0,7525.0939,1,1,1,1,1,0,7525.0939
BC,2007,Female,35-64,(1).(1),Morbidity,Tuberculosis,16,334,309,25,232079.8017,0.224298,0.224298,3.588768,74.915532,69.308082,5.60745,52055.03536
BC,2007,Female,35-64,(1).(2),Morbidity,HIV,122,1681,1435,246,1602374.521,0.020635,0.020635,2.51747,34.687435,29.611225,5.07621,33064.99824
BC,2007,Female,35-64,(1).(3),Morbidity,Lower respiratory tract infections,982,6063,5875,188,5686152.343,0.053297,0.053297,52.337654,323.139711,313.119875,10.019836,303054.8614
BC,2007,Female,35-64,(2).(1),Morbidity,Oral cavity and pharynx cancer,32,269,269,0,338021.148,0.301843,0.301843,9.658976,81.195767,81.195767,0,102029.3174
BC,2007,Female,35-64,(2).(2),Morbidity,Oesaphageal cancer,16,283,270,13,258668.0559,0.355915,0.355915,5.69464,100.723945,96.09705,4.626895,92063.84112
BC,2007,Female,35-64,(2).(3),Morbidity,Colorectal cancer,342,3618,3601,17,4068746.392,0.040075,0.040075,13.70565,144.99135,144.310075,0.681275,163055.0117
BC,2007,Female,35-64,(2).(4),Morbidity,Liver cancer,24,263,255,8,366452.7759,0.212331,0.212316,5.095944,55.843053,54.144405,1.698648,77809.28436
BC,2007,Female,35-64,(2).(5),Morbidity,Pancreatic cancer,61,762,742,20,811726.8243,0.036559,0.036559,2.230099,27.857958,27.126778,0.73118,29675.92097
BC,2007,Female,35-64,(2).(6),Morbidity,Laryngeal cancer,5,58,50,8,62731.5407,0.18186,0.18186,0.9093,10.54788,9.093,1.45488,11408.35799
BC,2007,Female,35-64,(2).(7),Morbidity,Breast cancer,1349,2669,2518,151,6340952.788,0.122206,0.122206,164.855894,326.167814,307.714708,18.453106,774902.4764
BC,2007,Female,35-64,(3).(1),Morbidity,Diabetes,423,4142,3791,351,4209756.634,-0.18638,-0.18638,-78.83874,-771.98596,-706.56658,-65.41938,-784614.4415
BC,2007,Female,35-64,(4).(1),Morbidity,Alcoholic psychoses,370,1560,1501,59,1165787.437,1,1,370,1560,1501,59,1165787.437
BC,2007,Female,35-64,(4).(2),Morbidity,Alcohol abuse,66,298,285,13,197354.1176,1,1,66,298,285,13,197354.1176
BC,2007,Female,35-64,(4).(3),Morbidity,Alcohol dependence,199,1180,1107,73,764869.9084,1,1,199,1180,1107,73,764869.9084
BC,2007,Female,35-64,(4).(4),Morbidity,Degeneration of nervous system due to alcohol,3,17,17,0,27792.5781,1,1,3,17,17,0,27792.5781
BC,2007,Female,35-64,(4).(5),Morbidity,Epilepsy,216,931,927,4,1009082.301,0.145951,0.145951,31.525416,135.880381,135.296577,0.583804,147276.5709
BC,2007,Female,35-64,(4).(6),Morbidity,Alcoholic polyneuropathy,0,0,0,0,0,1,1,0,0,0,0,0
BC,2007,Female,35-64,(4).(7),Morbidity,Alcoholic myopathy,0,0,0,0,0,1,1,0,0,0,0,0
BC,2007,Female,35-64,(5).(1),Morbidity,Hypertension,116,380,377,3,466497.0754,0.080225,0.080225,9.3061,30.4855,30.244825,0.240675,37424.72787
BC,2007,Female,35-64,(5).(2),Morbidity,Ischaemic heart disease,1404,6101,6052,49,10376587.95,-0.20889,-0.20889,-293.28156,-1274.43789,-1264.20228,-10.23561,-2167565.456
BC,2007,Female,35-64,(5).(3),Morbidity,Alcoholic cardiomypathy,4,56,47,9,64973.3287,1,1,4,56,47,9,64973.3287
BC,2007,Female,35-64,(5).(4),Morbidity,Atrial fibrillation and cardiac arrhythmia,429,1377,1375,2,2319813.143,0.066101,0.066101,28.357329,91.021077,90.888875,0.132202,153341.9685
BC,2007,Female,35-64,(5).(5),Morbidity,Haemorrhagic stroke,226,3637,3121,516,5199968.112,-0.11965,-0.11965,-27.0409,-435.16705,-373.42765,-61.7394,-622176.1846
BC,2007,Female,35-64,(5).(6),Morbidity,Ischaemic stroke,397,4321,3765,556,4541184.023,-0.07534,-0.07534,-29.90998,-325.54414,-283.6551,-41.88904,-342132.8043
BC,2007,Female,35-64,(5).(7),Morbidity,Oesophageal varices,13,46,46,0,46972.2971,0.582741,0.582741,7.575633,26.806086,26.806086,0,27372.68338
BC,2007,Female,35-64,(6).(1),Morbidity,Alcoholic gastritis,43,158,153,5,107925.7993,1,1,43,158,153,5,107925.7993
BC,2007,Female,35-64,(6).(2),Morbidity,Liver cirrhosis,280,3357,3182,175,3431959.832,0.582741,0.582741,163.16748,1956.261537,1854.281862,101.979675,1999943.704
BC,2007,Female,35-64,(6).(3),Morbidity,Acute pancreatitis,352,2125,2118,7,1847382.036,0.131151,0.131151,46.165152,278.695875,277.777818,0.918057,242286.0014
BC,2007,Female,35-64,(6).(4),Morbidity,Chronic pancreatitis,49,652,632,20,423908.6747,0.316884,0.316884,15.527316,206.608368,200.270688,6.33768,134329.8765
BC,2007,Female,35-64,(6).(5),Morbidity,Alcohol-induced pancreatitis,79,615,615,0,418303.9695,1,1,79,615,615,0,418303.9695
BC,2007,Female,35-64,(7).(1),Morbidity,Motor vehicle collisions,556,5195,4822,373,6349217.539,0.160705996,0.160705996,89.35253378,834.8676492,774.9243127,59.94333651,1020357.328
BC,2007,Female,35-64,(8).(1),Morbidity,Falls,2056,13677,12025,1652,14911461.5,0.126821,0.126821,260.743976,1734.530817,1525.022525,209.508292,1891086.459
BC,2007,Female,35-64,(8).(2),Morbidity,Drowning,0,0,0,0,0,0.126821,0.126821,0,0,0,0,0
BC,2007,Female,35-64,(8).(3),Morbidity,Fires,11,363,279,84,317890.9769,0.126821,0.126821,1.395031,46.036023,35.383059,10.652964,40315.25158
BC,2007,Female,35-64,(8).(4),Morbidity,Accidental poisoning by substances other than alcohol,392,1926,1863,63,1977390.711,0.126821,0.126821,49.713832,244.257246,236.267523,7.989723,250774.6673
BC,2007,Female,35-64,(8).(5).(1),Morbidity,Accidental poisoning by alcohol,19,59,59,0,58365.3202,1,1,19,59,59,0,58365.3202
BC,2007,Female,35-64,(8).(5).(2),Morbidity,Accidental poisoning by NB alcohol,2,6,6,0,5502.274,1,1,2,6,6,0,5502.274
BC,2007,Female,35-64,(8).(6),Morbidity,Other unintentional injuries,534,3167,2858,309,3840313.548,0.126821,0.126821,67.722414,401.642107,362.454418,39.187689,487032.4045
BC,2007,Female,35-64,(9).(1),Morbidity,Intentional self-poisoning by substances other than alcohol,730,4344,4177,167,3233370.961,0.157731,0.157731,115.14363,685.183464,658.842387,26.341077,510002.8351
BC,2007,Female,35-64,(9).(2).(1),Morbidity,Intentional self-poisoning by alcohol,14,44,44,0,40464.8488,1,1,14,44,44,0,40464.8488
BC,2007,Female,35-64,(9).(2).(2),Morbidity,Intentional self-poisoning by NB alcohol,3,7,7,0,4434.392,1,1,3,7,7,0,4434.392
BC,2007,Female,35-64,(9).(3),Morbidity,Other intentional self-harm,61,672,547,125,475867.8589,0.157731,0.157731,9.621591,105.995232,86.278857,19.716375,75059.11325
BC,2007,Female,35-64,(9).(4),Morbidity,Assault / homicide,92,531,528,3,587849.1011,0.157731,0.157731,14.511252,83.755161,83.281968,0.473193,92722.02657
BC,2007,Female,35-64,(9).(5),Morbidity,Other intentional injury,2,32,32,0,13938.6186,0.157731,0.157731,0.315462,5.047392,5.047392,0,2198.55225
BC,2007,Female,35-64,(A).(1),Morbidity,Complication of pregnancy by maternal use of alcohol,0,0,0,0,0,1,1,0,0,0,0,0
BC,2007,Female,35-64,(A).(2),Morbidity,Low birth weight,0,0,0,0,0,1,1,0,0,0,0,0
BC,2007,Female,35-64,(A).(3),Morbidity,Fetal alcohol syndrome,1,8,8,0,828.4156,1,1,1,8,8,0,828.4156
BC,2007,Female,65+,(1).(1),Morbidity,Tuberculosis,14,247,247,0,178469.9355,0.133034,0.133034,1.862476,32.859398,32.859398,0,23742.5694
BC,2007,Female,65+,(1).(2),Morbidity,HIV,1,72,72,0,115328.6526,0.007075,0.007075,0.007075,0.5094,0.5094,0,815.9502171
BC,2007,Female,65+,(1).(3),Morbidity,Lower respiratory tract infections,1898,17963,16166,1797,12978956.85,0.031834,0.031834,60.420932,571.834142,514.628444,57.205698,413172.1123
BC,2007,Female,65+,(2).(1),Morbidity,Oral cavity and pharynx cancer,38,217,178,39,356161.5243,0.203872,0.203872,7.747136,44.240224,36.289216,7.951008,72611.36228
BC,2007,Female,65+,(2).(2),Morbidity,Oesaphageal cancer,54,686,660,26,572406.5229,0.257524,0.257524,13.906296,176.661464,169.96584,6.695624,147408.4174
BC,2007,Female,65+,(2).(3),Morbidity,Colorectal cancer,803,10606,9728,878,10659238.17,0.03118,0.03118,25.03754,330.69508,303.31904,27.37604,332355.046
BC,2007,Female,65+,(2).(4),Morbidity,Liver cancer,47,495,493,2,568483.2013,0.260953,0.260948,12.264791,129.171735,128.649829,0.521906,148347.3968
BC,2007,Female,65+,(2).(5),Morbidity,Pancreatic cancer,143,1817,1733,84,1861391.954,0.03622,0.03622,5.17946,65.81174,62.76926,3.04248,67419.61658
BC,2007,Female,65+,(2).(6),Morbidity,Laryngeal cancer,10,201,201,0,230249.9581,0.133167,0.133167,1.33167,26.766567,26.766567,0,30661.69617
BC,2007,Female,65+,(2).(7),Morbidity,Breast cancer,1011,2716,2504,212,4654332.838,0.076899,0.076899,77.744889,208.857684,192.555096,16.302588,357913.5409
BC,2007,Female,65+,(3).(1),Morbidity,Diabetes,704,11157,9000,2157,8558738.687,-0.11173,-0.11173,-78.65792,-1246.57161,-1005.57,-241.00161,-956267.8735
BC,2007,Female,65+,(4).(1),Morbidity,Alcoholic psychoses,82,1511,878,633,754442.2351,1,1,82,1511,878,633,754442.2351
BC,2007,Female,65+,(4).(2),Morbidity,Alcohol abuse,17,309,281,28,164581.9397,1,1,17,309,281,28,164581.9397
BC,2007,Female,65+,(4).(3),Morbidity,Alcohol dependence,32,287,201,86,191448.9115,1,1,32,287,201,86,191448.9115
BC,2007,Female,65+,(4).(4),Morbidity,Degeneration of nervous system due to alcohol,2,25,25,0,15499.7898,1,1,2,25,25,0,15499.7898
BC,2007,Female,65+,(4).(5),Morbidity,Epilepsy,121,1181,919,262,883600.2073,0.086853,0.086853,10.509213,102.573393,79.817907,22.755486,76743.3288
BC,2007,Female,65+,(4).(6),Morbidity,Alcoholic polyneuropathy,0,0,0,0,0,1,1,0,0,0,0,0
BC,2007,Female,65+,(4).(7),Morbidity,Alcoholic myopathy,0,0,0,0,0,1,1,0,0,0,0,0
BC,2007,Female,65+,(5).(1),Morbidity,Hypertension,225,1730,1399,331,1475830.305,0.043079,0.043079,9.692775,74.52667,60.267521,14.259149,63577.2937
BC,2007,Female,65+,(5).(2),Morbidity,Ischaemic heart disease,3587,22934,21032,1902,29598364.21,-0.20545,-0.20545,-736.94915,-4711.7903,-4321.0244,-390.7659,-6080983.928
BC,2007,Female,65+,(5).(3),Morbidity,Alcoholic cardiomypathy,2,5,5,0,12784.9953,1,1,2,5,5,0,12784.9953
BC,2007,Female,65+,(5).(4),Morbidity,Atrial fibrillation and cardiac arrhythmia,1881,10654,9595,1059,12231591.3,0.040893,0.040893,76.919733,435.674022,392.368335,43.305687,500186.4631
BC,2007,Female,65+,(5).(5),Morbidity,Haemorrhagic stroke,404,6553,5040,1513,5995941.447,-0.07601,-0.07601,-30.70804,-498.09353,-383.0904,-115.00313,-455751.5094
BC,2007,Female,65+,(5).(6),Morbidity,Ischaemic stroke,1763,32636,23380,9256,22595326.46,-0.08497,-0.08497,-149.80211,-2773.08092,-1986.5986,-786.48232,-1919924.889
BC,2007,Female,65+,(5).(7),Morbidity,Oesophageal varices,6,55,55,0,37376.2752,0.54669,0.54669,3.28014,30.06795,30.06795,0,20433.23589
BC,2007,Female,65+,(6).(1),Morbidity,Alcoholic gastritis,9,27,27,0,19987.7311,1,1,9,27,27,0,19987.7311
BC,2007,Female,65+,(6).(2),Morbidity,Liver cirrhosis,87,1441,1198,243,981492.0254,0.54669,0.54669,47.56203,787.78029,654.93462,132.84567,536571.8754
BC,2007,Female,65+,(6).(3),Morbidity,Acute pancreatitis,295,2170,2071,99,1669734.553,0.16847,0.16847,49.69865,365.5799,348.90137,16.67853,281300.1801
BC,2007,Female,65+,(6).(4),Morbidity,Chronic pancreatitis,22,358,345,13,286445.2777,0.304642,0.304642,6.702124,109.061836,105.10149,3.960346,87263.26229
BC,2007,Female,65+,(6).(5),Morbidity,Alcohol-induced pancreatitis,10,202,159,43,267970.0948,1,1,10,202,159,43,267970.0948
BC,2007,Female,65+,(7).(1),Morbidity,Motor vehicle collisions,294,3564,3181,383,3187861.008,0.083381604,0.083381604,24.51419158,297.1720367,265.2368823,31.93515433,265808.9642
BC,2007,Female,65+,(8).(1),Morbidity,Falls,7295,122137,91207,30913,92662760.19,0.053603,0.053603,391.033885,6546.909611,4888.968821,1657.029539,4967001.934
BC,2007,Female,65+,(8).(2),Morbidity,Drowning,1,6,6,0,5034.1075,0.053603,0.053603,0.053603,0.321618,0.321618,0,269.8432643
BC,2007,Female,65+,(8).(3),Morbidity,Fires,10,177,157,20,133122.9997,0.053603,0.053603,0.53603,9.487731,8.415671,1.07206,7135.792153
BC,2007,Female,65+,(8).(4),Morbidity,Accidental poisoning by substances other than alcohol,214,1864,1613,251,1365531.744,0.053603,0.053603,11.471042,99.915992,86.461639,13.454353,73196.59805
BC,2007,Female,65+,(8).(5).(1),Morbidity,Accidental poisoning by alcohol,1,8,8,0,6650.7615,1,1,1,8,8,0,6650.7615
BC,2007,Female,65+,(8).(5).(2),Morbidity,Accidental poisoning by NB alcohol,0,0,0,0,0,1,1,0,0,0,0,0
BC,2007,Female,65+,(8).(6),Morbidity,Other unintentional injuries,346,3889,3493,396,3517689.643,0.053603,0.053603,18.546638,208.462067,187.235279,21.226788,188558.718
BC,2007,Female,65+,(9).(1),Morbidity,Intentional self-poisoning by substances other than alcohol,83,1386,1247,139,910711.6538,0.063888,0.063888,5.302704,88.548768,79.668336,8.880432,58183.54614
BC,2007,Female,65+,(9).(2).(1),Morbidity,Intentional self-poisoning by alcohol,5,21,21,0,31948.3458,1,1,5,21,21,0,31948.3458
BC,2007,Female,65+,(9).(2).(2),Morbidity,Intentional self-poisoning by NB alcohol,0,0,0,0,0,1,1,0,0,0,0,0
BC,2007,Female,65+,(9).(3),Morbidity,Other intentional self-harm,7,129,104,25,73372.7859,0.063888,0.063888,0.447216,8.241552,6.644352,1.5972,4687.640546
BC,2007,Female,65+,(9).(4),Morbidity,Assault / homicide,29,633,353,280,407226.2025,0.063888,0.063888,1.852752,40.441104,22.552464,17.88864,26016.86763
BC,2007,Female,65+,(9).(5),Morbidity,Other intentional injury,0,0,0,0,0,0.063888,0.063888,0,0,0,0,0
BC,2007,Female,65+,(A).(1),Morbidity,Complication of pregnancy by maternal use of alcohol,0,0,0,0,0,1,1,0,0,0,0,0
BC,2007,Female,65+,(A).(2),Morbidity,Low birth weight,0,0,0,0,0,1,1,0,0,0,0,0
BC,2007,Female,65+,(A).(3),Morbidity,Fetal alcohol syndrome,0,0,0,0,0,1,1,0,0,0,0,0
BC,2007,Male,15-34,(1).(1),Morbidity,Tuberculosis,12,116,97,19,101236.3958,0.556439,0.556439,6.677268,64.546924,53.974583,10.572341,56331.87884
BC,2007,Male,15-34,(1).(2),Morbidity,HIV,64,863,849,14,796364.4865,0.073598,0.073598,4.710272,63.515074,62.484702,1.030372,58610.83348
BC,2007,Male,15-34,(1).(3),Morbidity,Lower respiratory tract infections,284,1295,1265,30,1374419.944,0.139774,0.139774,39.695816,181.00733,176.81411,4.19322,192108.1732
BC,2007,Male,15-34,(2).(1),Morbidity,Oral cavity and pharynx cancer,1,2,2,0,2181.7616,0.622564,0.622564,0.622564,1.245128,1.245128,0,1358.286229
BC,2007,Male,15-34,(2).(2),Morbidity,Oesaphageal cancer,1,1,1,0,4252.5653,0.613127,0.613127,0.613127,0.613127,0.613127,0,2607.362605
BC,2007,Male,15-34,(2).(3),Morbidity,Colorectal cancer,4,51,35,16,53556.6554,0.246861,0.246861,0.987444,12.589911,8.640135,3.949776,13221.04951
BC,2007,Male,15-34,(2).(4),Morbidity,Liver cancer,1,3,3,0,4311.488,0.203748,0.20365,0.203748,0.611244,0.611244,0,878.457057
BC,2007,Male,15-34,(2).(5),Morbidity,Pancreatic cancer,0,0,0,0,0,0.088441,0.088441,0,0,0,0,0
BC,2007,Male,15-34,(2).(6),Morbidity,Laryngeal cancer,0,0,0,0,0,0.392126,0.392126,0,0,0,0,0
BC,2007,Male,15-34,(2).(7),Morbidity,Breast cancer,0,0,0,0,0,0,0,0,0,0,0,0
BC,2007,Male,15-34,(3).(1),Morbidity,Diabetes,57,205,205,0,168917.9172,0.0321,0.032025,1.8297,6.5805,6.5805,0,5422.265142
BC,2007,Male,15-34,(4).(1),Morbidity,Alcoholic psychoses,229,627,578,49,588699.1206,1,1,229,627,578,49,588699.1206
BC,2007,Male,15-34,(4).(2),Morbidity,Alcohol abuse,52,165,165,0,137682.3962,1,1,52,165,165,0,137682.3962
BC,2007,Male,15-34,(4).(3),Morbidity,Alcohol dependence,87,342,335,7,264869.1855,1,1,87,342,335,7,264869.1855
BC,2007,Male,15-34,(4).(4),Morbidity,Degeneration of nervous system due to alcohol,0,0,0,0,0,1,1,0,0,0,0,0
BC,2007,Male,15-34,(4).(5),Morbidity,Epilepsy,133,419,419,0,576698.6574,0.37789,0.37789,50.25937,158.33591,158.33591,0,217928.6556
BC,2007,Male,15-34,(4).(6),Morbidity,Alcoholic polyneuropathy,0,0,0,0,0,1,1,0,0,0,0,0
BC,2007,Male,15-34,(4).(7),Morbidity,Alcoholic myopathy,0,0,0,0,0,1,1,0,0,0,0,0
BC,2007,Male,15-34,(5).(1),Morbidity,Hypertension,21,107,107,0,153624.9411,0.245995,0.245995,5.165895,26.321465,26.321465,0,37790.96739
BC,2007,Male,15-34,(5).(2),Morbidity,Ischaemic heart disease,43,169,169,0,328685.6877,0.054767,-0.10183,2.354981,9.255623,9.255623,0,18001.12906
BC,2007,Male,15-34,(5).(3),Morbidity,Alcoholic cardiomypathy,2,21,21,0,14172.9856,1,1,2,21,21,0,14172.9856
BC,2007,Male,15-34,(5).(4),Morbidity,Atrial fibrillation and cardiac arrhythmia,36,117,117,0,223276.5483,0.170497,0.170497,6.137892,19.948149,19.948149,0,38067.98166
BC,2007,Male,15-34,(5).(5),Morbidity,Haemorrhagic stroke,28,319,317,2,719176.8044,0.243682,0.243682,6.823096,77.734558,77.247194,0.487364,175250.442
BC,2007,Male,15-34,(5).(6),Morbidity,Ischaemic stroke,9,70,56,14,65157.8592,0.038283,0.038283,0.344547,2.67981,2.143848,0.535962,2494.438324
BC,2007,Male,15-34,(5).(7),Morbidity,Oesophageal varices,0,0,0,0,0,0.553132,0.553132,0,0,0,0,0
BC,2007,Male,15-34,(6).(1),Morbidity,Alcoholic gastritis,21,41,41,0,41253.3774,1,1,21,41,41,0,41253.3774
BC,2007,Male,15-34,(6).(2),Morbidity,Liver cirrhosis,21,224,224,0,183267.0938,0.553132,0.553132,11.615772,123.901568,123.901568,0,101370.8941
BC,2007,Male,15-34,(6).(3),Morbidity,Acute pancreatitis,89,569,569,0,890185.6473,0.426303,0.426303,37.940967,242.566407,242.566407,0,379488.812
BC,2007,Male,15-34,(6).(4),Morbidity,Chronic pancreatitis,6,30,30,0,22612.1237,0.571368,0.571368,3.428208,17.14104,17.14104,0,12919.84389
BC,2007,Male,15-34,(6).(5),Morbidity,Alcohol-induced pancreatitis,52,371,371,0,456527.1638,1,1,52,371,371,0,456527.1638
BC,2007,Male,15-34,(7).(1),Morbidity,Motor vehicle collisions,806,7313,6838,475,11570211.77,0.357599435,0.357599435,288.2251446,2615.124668,2445.264937,169.8597316,4137501.192
BC,2007,Male,15-34,(8).(1),Morbidity,Falls,990,4198,3674,524,5758482.03,0.296195,0.296195,293.23305,1243.42661,1088.22043,155.20618,1705633.585
BC,2007,Male,15-34,(8).(2),Morbidity,Drowning,1,5,5,0,5432.5314,0.296195,0.296195,0.296195,1.480975,1.480975,0,1609.088638
BC,2007,Male,15-34,(8).(3),Morbidity,Fires,36,344,344,0,540791.2477,0.296195,0.296195,10.66302,101.89108,101.89108,0,160179.6636
BC,2007,Male,15-34,(8).(4),Morbidity,Accidental poisoning by substances other than alcohol,196,833,824,9,1205476.25,0.296195,0.296195,58.05422,246.730435,244.06468,2.665755,357056.0379
BC,2007,Male,15-34,(8).(5).(1),Morbidity,Accidental poisoning by alcohol,19,84,84,0,134773.7109,1,1,19,84,84,0,134773.7109
BC,2007,Male,15-34,(8).(5).(2),Morbidity,Accidental poisoning by NB alcohol,3,5,5,0,5967.1359,1,1,3,5,5,0,5967.1359
BC,2007,Male,15-34,(8).(6),Morbidity,Other unintentional injuries,1474,5690,5563,127,8533079.312,0.296195,0.296195,436.59143,1685.34955,1647.732785,37.616765,2527455.427
BC,2007,Male,15-34,(9).(1),Morbidity,Intentional self-poisoning by substances other than alcohol,339,1553,1543,10,1420308.381,0.352024,0.352024,119.336136,546.693272,543.173032,3.52024,499982.6374
BC,2007,Male,15-34,(9).(2).(1),Morbidity,Intentional self-poisoning by alcohol,8,36,36,0,39312.4291,1,1,8,36,36,0,39312.4291
BC,2007,Male,15-34,(9).(2).(2),Morbidity,Intentional self-poisoning by NB alcohol,3,3,3,0,3649.3216,1,1,3,3,3,0,3649.3216
BC,2007,Male,15-34,(9).(3),Morbidity,Other intentional self-harm,85,690,647,43,652789.4228,0.352024,0.352024,29.92204,242.89656,227.759528,15.137032,229797.5438
BC,2007,Male,15-34,(9).(4),Morbidity,Assault / homicide,790,3208,3044,164,4764859.884,0.352024,0.352024,278.09896,1129.292992,1071.561056,57.731936,1677345.036
BC,2007,Male,15-34,(9).(5),Morbidity,Other intentional injury,7,42,42,0,36661.4489,0.352024,0.352024,2.464168,14.785008,14.785008,0,12905.70989
BC,2007,Male,15-34,(A).(1),Morbidity,Complication of pregnancy by maternal use of alcohol,0,0,0,0,0,1,1,0,0,0,0,0
BC,2007,Male,15-34,(A).(2),Morbidity,Low birth weight,0,0,0,0,0,1,1,0,0,0,0,0
BC,2007,Male,15-34,(A).(3),Morbidity,Fetal alcohol syndrome,2,20,20,0,11222.0458,1,1,2,20,20,0,11222.0458
BC,2007,Male,35-64,(1).(1),Morbidity,Tuberculosis,36,1386,1323,63,695116.027,0.532305,0.532305,19.16298,737.77473,704.239515,33.535215,370013.7368
BC,2007,Male,35-64,(1).(2),Morbidity,HIV,443,7222,6452,770,6724863.189,0.067574,0.067574,29.935282,488.019428,435.987448,52.03198,454425.9051
BC,2007,Male,35-64,(1).(3),Morbidity,Lower respiratory tract infections,1094,6806,6585,221,6435978.254,0.132584,0.132584,145.046896,902.366704,873.06564,29.301064,853307.7408
BC,2007,Male,35-64,(2).(1),Morbidity,Oral cavity and pharynx cancer,96,844,748,96,1047069.018,0.602769,0.602769,57.865824,508.737036,450.871212,57.865824,631140.7446
BC,2007,Male,35-64,(2).(2),Morbidity,Oesaphageal cancer,72,940,845,95,907977.5717,0.599215,0.599215,43.14348,563.2621,506.336675,56.925425,544073.7806
BC,2007,Male,35-64,(2).(3),Morbidity,Colorectal cancer,516,5212,5053,159,6340356.996,0.273998,0.273998,141.382968,1428.077576,1384.511894,43.565682,1737245.136
BC,2007,Male,35-64,(2).(4),Morbidity,Liver cancer,103,827,775,52,952890.7974,0.215442,0.215357,22.190526,178.170534,166.96755,11.202984,205292.6992
BC,2007,Male,35-64,(2).(5),Morbidity,Pancreatic cancer,83,875,860,15,976638.452,0.109935,0.109935,9.124605,96.193125,94.5441,1.649025,107366.7482
BC,2007,Male,35-64,(2).(6),Morbidity,Laryngeal cancer,44,481,478,3,590991.6094,0.379471,0.379471,16.696724,182.525551,181.387138,1.138413,224264.177
