Province,Year,Gender,Age_Group,IM,Condition_Alcohol,Count,Total_Days,Acute_Days,ALC_Days,Cost,AAF_Total,AAF_Sensitivity,AA_Count,AA_Total_Days,AA_Acute_Days,AA_ALC_Days,AA_Cost
08:SK,2010,Male,35-64,(5).(5),Haemorrhagic stroke,53,995,894,101,2010866.132,0.240858,0.240858,12.765474,239.65371,215.327052,24.326658,484333.1948
08:SK,2010,Male,35-64,(5).(6),Ischaemic stroke,184,1949,1773,176,2205200.109,0.012119,0.012119,2.229896,23.619931,21.486987,2.132944,26724.82013
08:SK,2010,Male,35-64,(5).(7),Oesophageal varices,11,41,41,0,54485.0865,0.556882,0.556882,6.125702,22.832162,22.832162,0,30341.76394
08:SK,2010,Male,35-64,(6).(1),Alcoholic gastritis,35,92,92,0,112766.0443,1,1,35,92,92,0,112766.0443
08:SK,2010,Male,35-64,(6).(2),Liver cirrhosis,121,1704,1636,68,1672158.466,0.556882,0.556882,67.382722,948.926928,911.058952,37.867976,931194.9509
08:SK,2010,Male,35-64,(6).(3),Acute pancreatitis,137,907,907,0,938004.1026,0.428878,0.428878,58.756286,388.992346,388.992346,0,402289.3235
08:SK,2010,Male,35-64,(6).(4),Chronic pancreatitis,20,149,149,0,165226.7489,0.553532,0.553532,11.07064,82.476268,82.476268,0,91458.29277
08:SK,2010,Male,35-64,(6).(5),Alcohol-induced pancreatitis,48,291,291,0,237902.516,1,1,48,291,291,0,237902.516
08:SK,2010,Male,35-64,(7).(1),Motor vehicle collisions,232,3544,3348,196,5402077.714,0.176732897,0.176732897,41.0020321,626.341387,591.7017392,34.63964781,954724.8442
08:SK,2010,Male,35-64,(8).(1),Falls,493,3358,3016,342,4266865.138,0.251718,0.251718,124.096974,845.269044,759.181488,86.087556,1074046.759
08:SK,2010,Male,35-64,(8).(2),Drowning,1,8,8,0,14791.2625,0.251718,0.251718,0.251718,2.013744,2.013744,0,3723.227014
08:SK,2010,Male,35-64,(8).(3),Fires,18,175,175,0,297550.0445,0.251718,0.251718,4.530924,44.05065,44.05065,0,74898.7021
08:SK,2010,Male,35-64,(8).(4),Accidental poisoning by substances other than alcohol,86,524,488,36,782221.5131,0.251718,0.251718,21.647748,131.900232,122.838384,9.061848,196899.2348
08:SK,2010,Male,35-64,(8).(5).(1),Accidental poisoning by alcohol,6,298,288,10,241923.3638,1,1,6,298,288,10,241923.3638
08:SK,2010,Male,35-64,(8).(5).(2),Accidental poisoning by NB alcohol,6,26,26,0,44793.35,1,1,6,26,26,0,44793.35
08:SK,2010,Male,35-64,(8).(6),Other unintentional injuries,431,2820,2775,45,4466927.099,0.251718,0.251718,108.490458,709.84476,698.51745,11.32731,1124405.956
08:SK,2010,Male,35-64,(9).(1),Intentional self-poisoning by substances other than alcohol,66,566,533,33,583015.2723,0.299391,0.299391,19.759806,169.455306,159.575403,9.879903,174549.5254
08:SK,2010,Male,35-64,(9).(2).(1),Intentional self-poisoning by alcohol,3,5,5,0,7336.13,1,1,3,5,5,0,7336.13
08:SK,2010,Male,35-64,(9).(2).(2),Intentional self-poisoning by NB alcohol,0,0,0,0,0,1,1,0,0,0,0,0
08:SK,2010,Male,35-64,(9).(3),Other intentional self-harm,19,200,200,0,285142.6233,0.299391,0.299391,5.688429,59.8782,59.8782,0,85369.13513
08:SK,2010,Male,35-64,(9).(4),Assault / homicide,187,1299,1272,27,2090453.192,0.299391,0.299391,55.986117,388.908909,380.825352,8.083557,625862.8716
08:SK,2010,Male,35-64,(9).(5),Other intentional injury,0,0,0,0,0,0.299391,0.299391,0,0,0,0,0
08:SK,2010,Male,35-64,(A).(1),Complication of pregnancy by maternal use of alcohol,0,0,0,0,0,1,1,0,0,0,0,0
08:SK,2010,Male,35-64,(A).(2),Low birth weight,0,0,0,0,0,1,1,0,0,0,0,0
08:SK,2010,Male,35-64,(A).(3),Fetal alcohol syndrome,0,0,0,0,0,1,1,0,0,0,0,0
08:SK,2010,Male,65+,(1).(1),Tuberculosis,3,26,26,0,27724.8125,0.403736,0.403736,1.211208,10.497136,10.497136,0,11193.5049
08:SK,2010,Male,65+,(1).(2),HIV,1,5,5,0,5530.875,0.041096,0.041096,0.041096,0.20548,0.20548,0,227.296839
08:SK,2010,Male,65+,(1).(3),Lower respiratory tract infections,919,8473,7308,1165,7917967.281,0.09075,0.09075,83.39925,768.92475,663.201,105.72375,718555.5308
08:SK,2010,Male,65+,(2).(1),Oral cavity and pharynx cancer,19,204,201,3,294299.6119,0.487268,0.487268,9.258092,99.402672,97.940868,1.461804,143402.7833
08:SK,2010,Male,65+,(2).(2),Oesaphageal cancer,33,400,400,0,634284.2991,0.498578,0.498578,16.453074,199.4312,199.4312,0,316240.1973
08:SK,2010,Male,65+,(2).(3),Colorectal cancer,257,3684,3631,53,4691394.038,0.30445,0.30445,78.24365,1121.5938,1105.45795,16.13585,1428294.915
08:SK,2010,Male,65+,(2).(4),Liver cancer,21,348,311,37,291023.1936,0.212558,0.21251,4.463718,73.970184,66.105538,7.864646,61859.30799
08:SK,2010,Male,65+,(2).(5),Pancreatic cancer,28,301,297,4,343334.2801,0.144441,0.144441,4.044348,43.476741,42.898977,0.577764,49591.54675
08:SK,2010,Male,65+,(2).(6),Laryngeal cancer,7,129,129,0,157405.5818,0.295426,0.295426,2.067982,38.109954,38.109954,0,46501.70141
08:SK,2010,Male,65+,(2).(7),Breast cancer,5,7,7,0,23565.9375,0,0,0,0,0,0,0
08:SK,2010,Male,65+,(3).(1),Diabetes,495,5078,4645,433,5192003.141,0.052666,0.052628,26.06967,267.437948,244.63357,22.804378,273442.0374
08:SK,2010,Male,65+,(3).(2),Alcohol-induced pseudo-Cushing's syndrome,0,0,0,0,0,1,1,0,0,0,0,0
08:SK,2010,Male,65+,(4).(1),Alcoholic psychoses,44,619,516,103,418910.5743,1,1,44,619,516,103,418910.5743
08:SK,2010,Male,65+,(4).(2),Alcohol abuse,3,31,31,0,18824.291,1,1,3,31,31,0,18824.291
08:SK,2010,Male,65+,(4).(3),Alcohol dependence,30,384,354,30,234450.5967,1,1,30,384,354,30,234450.5967
08:SK,2010,Male,65+,(4).(4),Degeneration of nervous system due to alcohol,2,21,21,0,15095.0625,1,1,2,21,21,0,15095.0625
08:SK,2010,Male,65+,(4).(5),Epilepsy,36,378,252,126,345333.1084,0.258395,0.258395,9.30222,97.67331,65.11554,32.55777,89232.34855
08:SK,2010,Male,65+,(4).(6),Alcoholic polyneuropathy,0,0,0,0,0,1,1,0,0,0,0,0
08:SK,2010,Male,65+,(4).(7),Alcoholic myopathy,0,0,0,0,0,1,1,0,0,0,0,0
08:SK,2010,Male,65+,(5).(1),Hypertension,86,343,311,32,380803.9419,0.18697,0.18697,16.07942,64.13071,58.14767,5.98304,71198.91302
08:SK,2010,Male,65+,(5).(2),Ischaemic heart disease,1664,11444,11207,237,20681536.03,0.006388,-0.15371,10.629632,73.104272,71.590316,1.513956,132113.6522
08:SK,2010,Male,65+,(5).(3),Alcoholic cardiomypathy,1,27,27,0,86887.5192,1,1,1,27,27,0,86887.5192
08:SK,2010,Male,65+,(5).(4),Atrial fibrillation and cardiac arrhythmia,656,3568,3511,57,4904599.55,0.112899,0.112899,74.061744,402.823632,396.388389,6.435243,553724.3846
08:SK,2010,Male,65+,(5).(5),Haemorrhagic stroke,83,1431,1241,190,1693971.973,0.209953,0.209953,17.426099,300.442743,260.551673,39.89107,355654.4975
08:SK,2010,Male,65+,(5).(6),Ischaemic stroke,407,5581,4556,1025,5277823.471,-0.01341,-0.01341,-5.45787,-74.84121,-61.09596,-13.74525,-70775.61274
08:SK,2010,Male,65+,(5).(7),Oesophageal varices,2,22,22,0,29550.5684,0.5324,0.5324,1.0648,11.7128,11.7128,0,15732.72262
08:SK,2010,Male,65+,(6).(1),Alcoholic gastritis,5,13,13,0,12247.2023,1,1,5,13,13,0,12247.2023
08:SK,2010,Male,65+,(6).(2),Liver cirrhosis,51,594,530,64,536642.38,0.5324,0.5324,27.1524,316.2456,282.172,34.0736,285708.4031
08:SK,2010,Male,65+,(6).(3),Acute pancreatitis,76,680,614,66,767691.4273,0.400254,0.400254,30.419304,272.17272,245.755956,26.416764,307271.5645
08:SK,2010,Male,65+,(6).(4),Chronic pancreatitis,7,100,100,0,80311.3888,0.491299,0.491299,3.439093,49.1299,49.1299,0,39456.90501
08:SK,2010,Male,65+,(6).(5),Alcohol-induced pancreatitis,8,34,34,0,34153.6262,1,1,8,34,34,0,34153.6262
08:SK,2010,Male,65+,(7).(1),Motor vehicle collisions,77,984,919,65,1617110.558,0.126312502,0.126312502,9.726062654,124.291502,116.0811893,8.21031263,204261.2806
08:SK,2010,Male,65+,(8).(1),Falls,997,13266,10668,2598,12784167.89,0.175426,0.175426,174.899722,2327.201316,1871.444568,455.756748,2242675.436
08:SK,2010,Male,65+,(8).(2),Drowning,0,0,0,0,0,0.175426,0.175426,0,0,0,0,0
08:SK,2010,Male,65+,(8).(3),Fires,9,153,133,20,241262.342,0.175426,0.175426,1.578834,26.840178,23.331658,3.50852,42323.68761
08:SK,2010,Male,65+,(8).(4),Accidental poisoning by substances other than alcohol,39,406,372,34,446574.7616,0.175426,0.175426,6.841614,71.222956,65.258472,5.964484,78340.82413
08:SK,2010,Male,65+,(8).(5).(1),Accidental poisoning by alcohol,1,4,4,0,4216.45,1,1,1,4,4,0,4216.45
08:SK,2010,Male,65+,(8).(5).(2),Accidental poisoning by NB alcohol,0,0,0,0,0,1,1,0,0,0,0,0
08:SK,2010,Male,65+,(8).(6),Other unintentional injuries,140,1138,1114,24,1449378.659,0.175426,0.175426,24.55964,199.634788,195.424564,4.210224,254258.7005
08:SK,2010,Male,65+,(9).(1),Intentional self-poisoning by substances other than alcohol,4,21,21,0,17766.7032,0.21067,0.21067,0.84268,4.42407,4.42407,0,3742.911363
08:SK,2010,Male,65+,(9).(2).(1),Intentional self-poisoning by alcohol,0,0,0,0,0,1,1,0,0,0,0,0
08:SK,2010,Male,65+,(9).(2).(2),Intentional self-poisoning by NB alcohol,0,0,0,0,0,1,1,0,0,0,0,0
08:SK,2010,Male,65+,(9).(3),Other intentional self-harm,7,194,194,0,268115.3206,0.21067,0.21067,1.47469,40.86998,40.86998,0,56483.85459
08:SK,2010,Male,65+,(9).(4),Assault / homicide,6,192,144,48,157696.9103,0.21067,0.21067,1.26402,40.44864,30.33648,10.11216,33222.00809
08:SK,2010,Male,65+,(9).(5),Other intentional injury,0,0,0,0,0,0.21067,0.21067,0,0,0,0,0
08:SK,2010,Male,65+,(A).(1),Complication of pregnancy by maternal use of alcohol,0,0,0,0,0,1,1,0,0,0,0,0
08:SK,2010,Male,65+,(A).(2),Low birth weight,0,0,0,0,0,1,1,0,0,0,0,0
08:SK,2010,Male,65+,(A).(3),Fetal alcohol syndrome,0,0,0,0,0,1,1,0,0,0,0,0
08:SK,2011,Female,15-34,(1).(1),Tuberculosis,11,105,105,0,107383.1387,0.241426,0.241426,2.655686,25.34973,25.34973,0,25925.08164
08:SK,2011,Female,15-34,(1).(2),HIV,22,238,238,0,312252.4661,0.024665,0.024665,0.54263,5.87027,5.87027,0,7701.707076
08:SK,2011,Female,15-34,(1).(3),Lower respiratory tract infections,131,694,694,0,886823.0492,0.056254,0.056254,7.369274,39.040276,39.040276,0,49887.34381
08:SK,2011,Female,15-34,(2).(1),Oral cavity and pharynx cancer,2,30,30,0,63728.5942,0.318614,0.318614,0.637228,9.55842,9.55842,0,20304.82231
08:SK,2011,Female,15-34,(2).(2),Oesaphageal cancer,0,0,0,0,0,0.367434,0.367434,0,0,0,0,0
08:SK,2011,Female,15-34,(2).(3),Colorectal cancer,2,7,7,0,11672.8596,0.040701,0.040701,0.081402,0.284907,0.284907,0,475.0970586
08:SK,2011,Female,15-34,(2).(4),Liver cancer,0,0,0,0,0,0.195365,0.195348,0,0,0,0,0
08:SK,2011,Female,15-34,(2).(5),Pancreatic cancer,2,7,7,0,15649.9715,0.035455,0.035455,0.07091,0.248185,0.248185,0,554.8697395
08:SK,2011,Female,15-34,(2).(6),Laryngeal cancer,0,0,0,0,0,0.18825,0.18825,0,0,0,0,0
08:SK,2011,Female,15-34,(2).(7),Breast cancer,4,10,10,0,24161.2672,0.129161,0.129161,0.516644,1.29161,1.29161,0,3120.693433
08:SK,2011,Female,15-34,(3).(1),Diabetes,29,119,119,0,143802.8524,-0.1841,-0.1841,-5.3389,-21.9079,-21.9079,0,-26474.10513
08:SK,2011,Female,15-34,(4).(1),Alcoholic psychoses,52,100,100,0,130822.738,1,1,52,100,100,0,130822.738
08:SK,2011,Female,15-34,(4).(2),Alcohol abuse,11,45,45,0,39719.7653,1,1,11,45,45,0,39719.7653
08:SK,2011,Female,15-34,(4).(3),Alcohol dependence,12,66,66,0,43919.3228,1,1,12,66,66,0,43919.3228
08:SK,2011,Female,15-34,(4).(4),Degeneration of nervous system due to alcohol,0,0,0,0,0,1,1,0,0,0,0,0
08:SK,2011,Female,15-34,(4).(5),Epilepsy,53,213,213,0,313219.8679,0.155731,0.155731,8.253743,33.170703,33.170703,0,48778.04325
08:SK,2011,Female,15-34,(4).(6),Alcoholic polyneuropathy,0,0,0,0,0,1,1,0,0,0,0,0
08:SK,2011,Female,15-34,(4).(7),Alcoholic myopathy,0,0,0,0,0,1,1,0,0,0,0,0
08:SK,2011,Female,15-34,(5).(1),Hypertension,6,7,7,0,19858.4808,0.089156,0.089156,0.534936,0.624092,0.624092,0,1770.502714
08:SK,2011,Female,15-34,(5).(2),Ischaemic heart disease,4,14,14,0,25135.1129,-0.11467,-0.11467,-0.45868,-1.60538,-1.60538,0,-2882.243396
08:SK,2011,Female,15-34,(5).(3),Alcoholic cardiomypathy,0,0,0,0,0,1,1,0,0,0,0,0
08:SK,2011,Female,15-34,(5).(4),Atrial fibrillation and cardiac arrhythmia,24,61,61,0,122904.5814,0.069571,0.069571,1.669704,4.243831,4.243831,0,8550.594633
08:SK,2011,Female,15-34,(5).(5),Haemorrhagic stroke,4,35,35,0,98177.1721,-0.10272,-0.10272,-0.41088,-3.5952,-3.5952,0,-10084.75912
08:SK,2011,Female,15-34,(5).(6),Ischaemic stroke,13,94,94,0,91117.9217,-0.04167,-0.04167,-0.54171,-3.91698,-3.91698,0,-3796.883797
08:SK,2011,Female,15-34,(5).(7),Oesophageal varices,0,0,0,0,0,0.580231,0.580231,0,0,0,0,0
08:SK,2011,Female,15-34,(6).(1),Alcoholic gastritis,5,13,13,0,15681.7543,1,1,5,13,13,0,15681.7543
08:SK,2011,Female,15-34,(6).(2),Liver cirrhosis,15,125,125,0,114620.1256,0.580231,0.580231,8.703465,72.528875,72.528875,0,66506.1501
08:SK,2011,Female,15-34,(6).(3),Acute pancreatitis,58,237,237,0,287060.2921,0.137022,0.137022,7.947276,32.474214,32.474214,0,39333.57534
08:SK,2011,Female,15-34,(6).(4),Chronic pancreatitis,8,39,39,0,37808.7678,0.316911,0.316911,2.535288,12.359529,12.359529,0,11982.01441
08:SK,2011,Female,15-34,(6).(5),Alcohol-induced pancreatitis,6,20,20,0,24944.4243,1,1,6,20,20,0,24944.4243
08:SK,2011,Female,15-34,(7).(1),Motor vehicle collisions,137,1481,1471,10,2297124.212,0.285063236,0.285063236,39.05366333,422.1786525,419.3280202,2.85063236,654825.6613
08:SK,2011,Female,15-34,(8).(1),Falls,147,571,571,0,882839.9254,0.188472,0.188472,27.705384,107.617512,107.617512,0,166390.6064
08:SK,2011,Female,15-34,(8).(2),Drowning,1,28,28,0,62450.5881,0.188472,0.188472,0.188472,5.277216,5.277216,0,11770.18724
08:SK,2011,Female,15-34,(8).(3),Fires,5,9,9,0,35169.8498,0.188472,0.188472,0.94236,1.696248,1.696248,0,6628.531932
08:SK,2011,Female,15-34,(8).(4),Accidental poisoning by substances other than alcohol,91,492,492,0,782243.8678,0.188472,0.188472,17.150952,92.728224,92.728224,0,147431.0663
08:SK,2011,Female,15-34,(8).(5).(1),Accidental poisoning by alcohol,4,17,17,0,14646.0275,1,1,4,17,17,0,14646.0275
08:SK,2011,Female,15-34,(8).(5).(2),Accidental poisoning by NB alcohol,1,1,1,0,1612.7125,1,1,1,1,1,0,1612.7125
08:SK,2011,Female,15-34,(8).(6),Other unintentional injuries,116,618,618,0,1107455.702,0.188472,0.188472,21.862752,116.475696,116.475696,0,208724.391
08:SK,2011,Female,15-34,(9).(1),Intentional self-poisoning by substances other than alcohol,189,656,656,0,720648.9373,0.238222,0.238222,45.023958,156.273632,156.273632,0,171674.4311
08:SK,2011,Female,15-34,(9).(2).(1),Intentional self-poisoning by alcohol,2,7,7,0,8111.4141,1,1,2,7,7,0,8111.4141
08:SK,2011,Female,15-34,(9).(2).(2),Intentional self-poisoning by NB alcohol,0,0,0,0,0,1,1,0,0,0,0,0
08:SK,2011,Female,15-34,(9).(3),Other intentional self-harm,21,201,201,0,167559.8007,0.238222,0.238222,5.002662,47.882622,47.882622,0,39916.43084
08:SK,2011,Female,15-34,(9).(4),Assault / homicide,77,396,396,0,520527.7015,0.238222,0.238222,18.343094,94.335912,94.335912,0,124001.1501
08:SK,2011,Female,15-34,(9).(5),Other intentional injury,0,0,0,0,0,0.238222,0.238222,0,0,0,0,0
08:SK,2011,Female,15-34,(A).(1),Complication of pregnancy by maternal use of alcohol,0,0,0,0,0,1,1,0,0,0,0,0
08:SK,2011,Female,15-34,(A).(2),Low birth weight,0,0,0,0,0,1,1,0,0,0,0,0
08:SK,2011,Female,15-34,(A).(3),Fetal alcohol syndrome,0,0,0,0,0,1,1,0,0,0,0,0
08:SK,2011,Female,35-64,(1).(1),Tuberculosis,4,37,37,0,41210.7031,0.206652,0.206652,0.826608,7.646124,7.646124,0,8516.274217
08:SK,2011,Female,35-64,(1).(2),HIV,16,187,187,0,351622.4469,0.017313,0.017313,0.277008,3.237531,3.237531,0,6087.639423
08:SK,2011,Female,35-64,(1).(3),Lower respiratory tract infections,428,2427,2424,3,2904916.092,0.049393,0.049393,21.140204,119.876811,119.728632,0.148179,143482.5205
08:SK,2011,Female,35-64,(2).(1),Oral cavity and pharynx cancer,9,117,117,0,200392.0198,0.284227,0.284227,2.558043,33.254559,33.254559,0,56956.82261
08:SK,2011,Female,35-64,(2).(2),Oesaphageal cancer,4,65,65,0,116745.9066,0.340329,0.340329,1.361316,22.121385,22.121385,0,39732.01765
08:SK,2011,Female,35-64,(2).(3),Colorectal cancer,114,1026,999,27,1521803.625,0.038993,0.038993,4.445202,40.006818,38.954007,1.052811,59339.68873
08:SK,2011,Female,35-64,(2).(4),Liver cancer,6,94,94,0,87622.5015,0.230522,0.23051,1.383132,21.669068,21.669068,0,20198.91429
08:SK,2011,Female,35-64,(2).(5),Pancreatic cancer,15,204,204,0,274398.1706,0.037573,0.037573,0.563595,7.664892,7.664892,0,10309.96246
08:SK,2011,Female,35-64,(2).(6),Laryngeal cancer,3,19,19,0,34929.0514,0.174149,0.174149,0.522447,3.308831,3.308831,0,6082.859372
08:SK,2011,Female,35-64,(2).(7),Breast cancer,272,597,597,0,1655788.238,0.113983,0.113983,31.003376,68.047851,68.047851,0,188731.7107
08:SK,2011,Female,35-64,(3).(1),Diabetes,311,2110,2071,39,2865517.478,-0.17533,-0.17533,-54.52763,-369.9463,-363.10843,-6.83787,-502411.1795
08:SK,2011,Female,35-64,(4).(1),Alcoholic psychoses,107,539,402,137,468542.9281,1,1,107,539,402,137,468542.9281
08:SK,2011,Female,35-64,(4).(2),Alcohol abuse,16,52,52,0,47138.8542,1,1,16,52,52,0,47138.8542
08:SK,2011,Female,35-64,(4).(3),Alcohol dependence,49,345,345,0,218902.8911,1,1,49,345,345,0,218902.8911
08:SK,2011,Female,35-64,(4).(4),Degeneration of nervous system due to alcohol,4,25,25,0,23072.8283,1,1,4,25,25,0,23072.8283
08:SK,2011,Female,35-64,(4).(5),Epilepsy,88,450,405,45,591451.3106,0.134821,0.134821,11.864248,60.66945,54.602505,6.066945,79740.05715
08:SK,2011,Female,35-64,(4).(6),Alcoholic polyneuropathy,0,0,0,0,0,1,1,0,0,0,0,0
08:SK,2011,Female,35-64,(4).(7),Alcoholic myopathy,0,0,0,0,0,1,1,0,0,0,0,0
08:SK,2011,Female,35-64,(5).(1),Hypertension,68,323,323,0,304337.904,0.072304,0.072304,4.916672,23.354192,23.354192,0,22004.84781
08:SK,2011,Female,35-64,(5).(2),Ischaemic heart disease,341,1592,1588,4,3741248.38,-0.19524,-0.19524,-66.57684,-310.82208,-310.04112,-0.78096,-730441.3336
08:SK,2011,Female,35-64,(5).(3),Alcoholic cardiomypathy,0,0,0,0,0,1,1,0,0,0,0,0
08:SK,2011,Female,35-64,(5).(4),Atrial fibrillation and cardiac arrhythmia,174,694,694,0,909367.9057,0.061589,0.061589,10.716486,42.742766,42.742766,0,56007.05994
08:SK,2011,Female,35-64,(5).(5),Haemorrhagic stroke,52,852,852,0,1955593.016,-0.11672,-0.11672,-6.06944,-99.44544,-99.44544,0,-228256.8168
08:SK,2011,Female,35-64,(5).(6),Ischaemic stroke,106,1347,1281,66,1573647.182,-0.07408,-0.07408,-7.85248,-99.78576,-94.89648,-4.88928,-116575.7832
08:SK,2011,Female,35-64,(5).(7),Oesophageal varices,13,88,88,0,87283.7481,0.582019,0.582019,7.566247,51.217672,51.217672,0,50800.79979
08:SK,2011,Female,35-64,(6).(1),Alcoholic gastritis,21,77,77,0,125982.1319,1,1,21,77,77,0,125982.1319
08:SK,2011,Female,35-64,(6).(2),Liver cirrhosis,105,1617,1499,118,1899145.682,0.582019,0.582019,61.111995,941.124723,872.446481,68.678242,1105338.871
08:SK,2011,Female,35-64,(6).(3),Acute pancreatitis,133,934,934,0,940559.2147,0.139528,0.139528,18.557224,130.319152,130.319152,0,131234.3461
08:SK,2011,Female,35-64,(6).(4),Chronic pancreatitis,17,88,88,0,70597.9712,0.319274,0.319274,5.427658,28.096112,28.096112,0,22540.09666
08:SK,2011,Female,35-64,(6).(5),Alcohol-induced pancreatitis,27,173,173,0,159569.7445,1,1,27,173,173,0,159569.7445
08:SK,2011,Female,35-64,(7).(1),Motor vehicle collisions,140,1729,1635,94,2938901.028,0.191222543,0.191222543,26.77115602,330.6237768,312.6488578,17.97491904,561984.1281
08:SK,2011,Female,35-64,(8).(1),Falls,576,3465,3242,223,4719064.537,0.133675,0.133675,76.9968,463.183875,433.37435,29.809525,630820.952
08:SK,2011,Female,35-64,(8).(2),Drowning,0,0,0,0,0,0.133675,0.133675,0,0,0,0,0
08:SK,2011,Female,35-64,(8).(3),Fires,1,1,1,0,4534.8415,0.133675,0.133675,0.133675,0.133675,0.133675,0,606.1949375
08:SK,2011,Female,35-64,(8).(4),Accidental poisoning by substances other than alcohol,108,478,478,0,745864.1751,0.133675,0.133675,14.4369,63.89665,63.89665,0,99703.39361
08:SK,2011,Female,35-64,(8).(5).(1),Accidental poisoning by alcohol,6,19,19,0,31068.3458,1,1,6,19,19,0,31068.3458
08:SK,2011,Female,35-64,(8).(5).(2),Accidental poisoning by NB alcohol,1,1,1,0,2248.6763,1,1,1,1,1,0,2248.6763
08:SK,2011,Female,35-64,(8).(6),Other unintentional injuries,155,1107,1090,17,1603197.631,0.133675,0.133675,20.719625,147.978225,145.70575,2.272475,214307.4433
08:SK,2011,Female,35-64,(9).(1),Intentional self-poisoning by substances other than alcohol,150,921,921,0,1036845.136,0.168307,0.168307,25.24605,155.010747,155.010747,0,174508.2944
08:SK,2011,Female,35-64,(9).(2).(1),Intentional self-poisoning by alcohol,4,4,4,0,14731.1646,1,1,4,4,4,0,14731.1646
08:SK,2011,Female,35-64,(9).(2).(2),Intentional self-poisoning by NB alcohol,0,0,0,0,0,1,1,0,0,0,0,0
08:SK,2011,Female,35-64,(9).(3),Other intentional self-harm,7,117,117,0,90561.8823,0.168307,0.168307,1.178149,19.691919,19.691919,0,15242.19872
08:SK,2011,Female,35-64,(9).(4),Assault / homicide,52,198,198,0,297048.9082,0.168307,0.168307,8.751964,33.324786,33.324786,0,49995.41059
08:SK,2011,Female,35-64,(9).(5),Other intentional injury,0,0,0,0,0,0.168307,0.168307,0,0,0,0,0
08:SK,2011,Female,35-64,(A).(1),Complication of pregnancy by maternal use of alcohol,0,0,0,0,0,1,1,0,0,0,0,0
08:SK,2011,Female,35-64,(A).(2),Low birth weight,0,0,0,0,0,1,1,0,0,0,0,0
08:SK,2011,Female,35-64,(A).(3),Fetal alcohol syndrome,0,0,0,0,0,1,1,0,0,0,0,0
08:SK,2011,Female,65+,(1).(1),Tuberculosis,6,95,95,0,72380.0263,0.10812,0.10812,0.64872,10.2714,10.2714,0,7825.728444
08:SK,2011,Female,65+,(1).(2),HIV,0,0,0,0,0,0.004093,0.004093,0,0,0,0,0
08:SK,2011,Female,65+,(1).(3),Lower respiratory tract infections,913,8438,7355,1083,7919617.832,0.026146,0.026146,23.871298,220.619948,192.30383,28.316118,207066.3278
08:SK,2011,Female,65+,(2).(1),Oral cavity and pharynx cancer,15,160,160,0,272609.1097,0.177253,0.177253,2.658795,28.36048,28.36048,0,48320.78252
08:SK,2011,Female,65+,(2).(2),Oesaphageal cancer,6,145,101,44,156501.1408,0.228445,0.228445,1.37067,33.124525,23.072945,10.05158,35751.90311
08:SK,2011,Female,65+,(2).(3),Colorectal cancer,226,3237,2857,380,4140465.867,0.029296,0.029296,6.620896,94.831152,83.698672,11.13248,121299.088
08:SK,2011,Female,65+,(2).(4),Liver cancer,11,176,176,0,177506.9865,0.278988,0.278985,3.068868,49.101888,49.101888,0,49522.31915
08:SK,2011,Female,65+,(2).(5),Pancreatic cancer,27,378,346,32,511935.8414,0.037011,0.037011,0.999297,13.990158,12.805806,1.184352,18947.25743
08:SK,2011,Female,65+,(2).(6),Laryngeal cancer,4,43,43,0,51165.7715,0.121398,0.121398,0.485592,5.220114,5.220114,0,6211.422329
08:SK,2011,Female,65+,(2).(7),Breast cancer,297,930,846,84,1834461.45,0.065069,0.065069,19.325493,60.51417,55.048374,5.465796,119366.5721
08:SK,2011,Female,65+,(3).(1),Diabetes,398,4321,3840,481,4337866.107,-0.09195,-0.09195,-36.5961,-397.31595,-353.088,-44.22795,-398866.7885
08:SK,2011,Female,65+,(4).(1),Alcoholic psychoses,10,58,56,2,41283.5915,1,1,10,58,56,2,41283.5915
08:SK,2011,Female,65+,(4).(2),Alcohol abuse,1,3,3,0,5814.068,1,1,1,3,3,0,5814.068
08:SK,2011,Female,65+,(4).(3),Alcohol dependence,6,82,82,0,49233.5388,1,1,6,82,82,0,49233.5388
08:SK,2011,Female,65+,(4).(4),Degeneration of nervous system due to alcohol,0,0,0,0,0,1,1,0,0,0,0,0
08:SK,2011,Female,65+,(4).(5),Epilepsy,35,371,233,138,322474.6862,0.070939,0.070939,2.482865,26.318369,16.528787,9.789582,22876.03176
08:SK,2011,Female,65+,(4).(6),Alcoholic polyneuropathy,0,0,0,0,0,1,1,0,0,0,0,0
08:SK,2011,Female,65+,(4).(7),Alcoholic myopathy,0,0,0,0,0,1,1,0,0,0,0,0
08:SK,2011,Female,65+,(5).(1),Hypertension,248,1422,1152,270,1469057.949,0.034322,0.034322,8.511856,48.805884,39.538944,9.26694,50421.00694
08:SK,2011,Female,65+,(5).(2),Ischaemic heart disease,1007,7091,6731,360,11264877.4,-0.17828,-0.17828,-179.52796,-1264.18348,-1200.00268,-64.1808,-2008302.344
08:SK,2011,Female,65+,(5).(3),Alcoholic cardiomypathy,0,0,0,0,0,1,1,0,0,0,0,0
08:SK,2011,Female,65+,(5).(4),Atrial fibrillation and cardiac arrhythmia,801,4772,4429,343,5626940.642,0.034299,0.034299,27.473499,163.674828,151.910271,11.764557,192998.4371
08:SK,2011,Female,65+,(5).(5),Haemorrhagic stroke,85,1122,950,172,1376918.527,-0.06146,-0.06146,-5.2241,-68.95812,-58.387,-10.57112,-84625.41264
